modelo,combustivel,cor,ano,km,valor
CHEVROLET S10 2020,FLEX,BRANCO,2020,96.037,"R$119.990,00"
FORD KA 2020,FLEX,CINZA,2020,45.767,"R$69.990,00"
CITROEN AIRCROSS LIVE AT 2019,FLEX,PRATA,2019,78.098,"R$63.980,00"
RENAULT DUSTER DYNAMIQUE SCE 2019,FLEX,PRATA,2019,39.988,"R$73.890,00"
VOLKSWAGEN VIRTUS COMFORT TSI 1.0 FLEX AUT 2019,FLEX,PRATA,2019,105.911,"R$74.990,00"
CHEVROLET CHEV CRUZE LTZ NB AT 2019,FLEX,BRANCO,2019,50.508,"R$98.990,00"
VOLVO XC40 T4 2019,GASOLINA,PRATA,2019,79.298,"R$149.900,00"
CITROEN C4L LIVE BSNS 2019,FLEX,PRATA,2019,122.000,"R$65.980,00"
CHEVROLET MONTANA LS2 2019,FLEX,BRANCO,2019,89.998,"R$58.990,00"
FORD KA SE 1.0 HA C 2019,FLEX,BRANCO,2019,47.188,"R$48.999,00"
CHERY TIGGO 2 1.5 LOOK 2019,FLEX,MARROM,2019,40.257,"R$69.900,00"
TOYOTA COROLLA XEI20FLEX 2019,FLEX,PRETO,2019,51.235,"R$111.900,00"
RENAULT CAPTUR LIFE 16A 2019,FLEX,BRANCO,2019,51.595,"R$80.900,00"
FORD FUSION SEL GTDI 2019,GASOLINA,PRETO,2019,74.099,"R$116.900,00"
NISSAN VERSA 1.6 SL CVT 16V 4P AUTOMATICO 2019,FLEX,PRATA,2019,0,"R$71.900,00"
NISSAN KICKS SV CVT 1.6 16V FLEX 5P AUT 2019,FLEX,PRATA,2019,80.198,"R$93.990,00"
HYUNDAI HB20S 1.6A COMF 2019,FLEX,BRANCO,2019,0,"R$77.900,00"
VOLKSWAGEN SAVEIRO CD CROSS MA 2019,FLEX,BRANCO,2019,138.125,"R$92.990,00"
HONDA CIVIC SEDAN EXL 2.0 FLEX 16V 4P AUT 2019,FLEX,PRETO,2019,43.700,"R$125.990,00"
FIAT FIORINO 1.4 MPI FURGÃO 8V FLEX 2P MANUAL 2019,FLEX,BRANCO,2019,66.125,"R$75.990,00"
HYUNDAI HB20S 1.0 M COMFORT 2019,FLEX,PRATA,2019,70.101,"R$69.900,00"
FIAT STRADA FREEDOM CD1.4 FLEX 8V 2019,FLEX,BRANCO,2019,142.422,"R$79.900,00"
VOLKSWAGEN UP! CROSS 1.0 TSI TOTAL FLEX MEC. 4P 2019,FLEX,PRETO,2019,70.000,"R$69.800,00"
FIAT TORO RANCH 2.0 16V 4X4 DIESEL AUT. 2019,DIESEL,MARROM,2019,113.000,"R$149.800,00"
FIAT TORO FREEDOM 2.0 16V 4X4 DIESEL AUT 2019,DIESEL,CINZA,2019,110.000,"R$129.800,00"
VOLKSWAGEN AMAROK 3.0 V6 TDI HIGHLINE CD DIESEL 4MOTION AUTOMÁTICO 2019,DIESEL,CINZA,2019,66.000,"R$210.800,00"
VOLVO XC 60 D-5 MOMENTUM 2.0 AWD DIESEL 5P 2019,DIESEL,BRANCO,2019,90.000,"R$224.800,00"
TOYOTA YARIS HB XLS 1.5 AT 2019,FLEX,PRATA,2019,39.000,"R$91.800,00"
VOLKSWAGEN JETTA COMFORT. 250 TSI 1.4 FLEX 16V AUT 2019,FLEX,BRANCO,2019,42.000,"R$109.800,00"
HONDA CITY EX CVT 2019,FLEX,CINZA,2019,32.000,"R$94.800,00"
FORD RANGER 2.2 XLS 4X4 CD 16V DIESEL 4P MANUAL 2019,DIESEL,BRANCO,2019,29.000,"R$165.800,00"
FIAT TORO RANCH 2.0 16V 4X4 DIESEL AUT. 2019,DIESEL,PRATA,2019,66.411,"R$154.900,00"
HYUNDAI HB20 1.0M UNIQUE 2019,FLEX,BRANCO,2019,97.519,"R$54.900,00"
VOLKSWAGEN POLO MCA 2019,FLEX,BRANCO,2019,125.280,"R$59.900,00"
CHEVROLET COBALT 1.4 LTZ (FLEX) 2019,FLEX,BRANCO,2019,93.165,"R$67.900,00"
CHEVROLET SPIN 1.8L MT LTZ 2019,FLEX,BRANCO,2019,33.943,"R$85.900,00"
PEUGEOT 208 ACTIVE 1.2 FLEX 2019,FLEX,BRANCO,2019,94.393,"R$49.900,00"
FIAT STRADA FREEDOM CD1.4 FLEX 8V 2019,FLEX,VERMELHO,2019,110.939,"R$82.900,00"
HYUNDAI HB20 1.6A COMF 2019,FLEX,PRATA,2019,62.925,"R$67.900,00"
FIAT TORO VOLCANO AT D4 2019,DIESEL,PRETO,2019,48.350,"R$128.900,00"
RENAULT KWID ZEN 1.0 MEC 2019,FLEX,BRANCO,2019,74.767,"R$45.900,00"
NISSAN KICKS UEFA CL EDT 2019,FLEX,VERMELHO,2019,0,"R$101.900,00"
FIAT TORO FREEDOM AT 2019,FLEX,BRANCO,2019,65.500,"R$105.900,00"
HYUNDAI CRETA 20A PRESTI 2019,FLEX,PRATA,2019,0,"R$105.900,00"
HYUNDAI HB20S COMFORT 1.0 FLEX 12V MEC. 4P 2019,FLEX,PRATA,2019,59.416,"R$69.900,00"
HYUNDAI HB20 1.0M UNIQUE 2019,FLEX,PRATA,2019,85.000,"R$57.900,00"
NISSAN KICKS SV CVT 2019,FLEX,BRANCO,2019,64.815,"R$96.900,00"
JEEP COMPASS LIMITED S 2019,DIESEL,MARROM,2019,49.050,"R$169.900,00"
FIAT TORO 2.0 16V TURBO DIESEL VOLCANO 4WD 2019,DIESEL,BRANCO,2019,76.895,"R$139.990,00"
VOLKSWAGEN TIGUAN ALLSPACE R-LINE 350 TSI 2.0 4X4 2019,GASOLINA,PRETO,2019,60.128,"R$199.990,00"
FIAT UNO ATTRACTIVE 1.0 6V FLEX 4 P 2019,FLEX,BRANCO,2019,57.711,"R$44.590,00"
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT. 2019,FLEX,PRETO,2019,22.586,"R$114.990,00"
TOYOTA YARIS 1.5 16V FLEX XS CONNECT MULTIDRIVE 2019,FLEX,BRANCO,2019,31.256,"R$83.990,00"
FORD KA + 1.0 SE 12V FLEX 4P MANUAL 2019,FLEX,VERMELHO,2019,43.256,"R$53.990,00"
LEXUS ES300H 2.5 16V AUT. (HYBRID) 2019,HÍBRIDO,PRATA,2019,28.758,"R$225.990,00"
JEEP COMPASS LIMITED D 2019,DIESEL,AZUL,2019,57.145,"R$172.990,00"
VOLKSWAGEN UP MOVE MDV TSI 2019,FLEX,CINZA,2019,60.696,"R$64.990,00"
PEUGEOT 208 GT 1.6 16V FLEX 4P MEC 2019,FLEX,PRETO,2019,49.725,"R$89.990,00"
HYUNDAI HB20 PREMIUM 1.6 FLEX 16V AUT. 2019,FLEX,PRATA,2019,59.897,"R$75.590,00"
CHEVROLET ONIX 1.4AT ADV 2019,FLEX,BRANCO,2019,40.152,"R$66.990,00"
FIAT TORO FREEDOM AT 2019,FLEX,VERMELHO,2019,89.457,"R$99.990,00"
VOLKSWAGEN VIRTUS HL AD 2019,FLEX,PRATA,2019,165.104,"R$85.990,00"
FIAT STRADA HD WK CC E 2019,FLEX,BRANCO,2019,0,"R$55.900,00"
TOYOTA COROLLA XEI20FLEX 2019,FLEX,PRETO,2019,76.000,"R$109.990,00"
JEEP COMPASS LONGITUDE D 2019,DIESEL,CINZA,2019,70.647,"R$159.990,00"
VOLKSWAGEN AMAROK 2.0 SE 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P MANUAL 2019,DIESEL,BRANCO,2019,60.000,"R$144.990,00"
VOLKSWAGEN VIRTUS 1.6 MSI AUTOMATICO 2019,FLEX,CINZA,2019,0,R$Consulte
RENAULT LOGAN AUTHENTIQUE 1.0 16V 2019,FLEX,BRANCO,2019,0,"R$46.990,00"
FORD KA + SE 1.0 MEC. 2019,FLEX,CINZA,2019,116.541,"R$51.900,00"
HYUNDAI HB20 1.0M UNIQUE 2019,FLEX,BRANCO,2019,70.116,"R$56.900,00"
FIAT CRONOS DRIVE GSR 1.3 - AUT 2019,FLEX,PRATA,2019,68.939,"R$63.900,00"
FIAT STRADA WK CC E 2019,FLEX,BRANCO,2019,62.975,"R$59.900,00"
TOYOTA COROLLA GLI UPPER FLEX 2019,FLEX,PRETO,2019,59.000,"R$94.990,00"
FIAT MOBI LIKE 1.0 FIRE FLEX 5P. 2019,FLEX,VERMELHO,2019,55.000,"R$45.900,00"
MERCEDES-BENZ SPRINTER 415 CDI 2.2 LONGA TETO ALTO 2019,DIESEL,PRATA,2019,97.000,"R$209.990,00"
FIAT STRADA 1.4 MPI HARD WORKING CD 8V FLEX 3P MANUAL 2019,FLEX,VERMELHO,2019,74.000,"R$79.900,00"
VOLKSWAGEN TIGUAN ALLSPACE R-LINE 350 TSI 2.0 4X4 2019,GASOLINA,BRANCO,2019,110.000,"R$178.990,00"
FIAT ARGO 1.0 2019,FLEX,BRANCO,2019,61.000,"R$58.990,00"
VOLKSWAGEN UP MOVE 1.0 TSI TOTAL FLEX 12V 5P 2019,FLEX,VERMELHO,2019,46.446,"R$67.900,00"
TOYOTA COROLLA GLI 1.8 16V 4P AUT (FLEX) 2019,FLEX,PRATA,2019,50.983,"R$95.900,00"
CHEVROLET MONTANA 1.4 LS 8V FLEX 2P MANUAL 2019,FLEX,BRANCO,2019,69.931,"R$58.900,00"
CHEVROLET S10 LS DD4 2019,DIESEL,PRATA,2019,84.532,"R$142.900,00"
HYUNDAI HB20S PREMIUM 1.6 FLEX 16V AUT. 4P 2019,FLEX,PRATA,2019,48.055,"R$78.900,00"
VOLKSWAGEN POLO CL AD 2019,FLEX,PRATA,2019,0,R$Consulte
HONDA CIVIC 2.0 16V FLEXONE EX CVT 2019,FLEX,PRATA,2019,67.723,"R$112.900,00"
RENAULT KWID 1.0 12V SCE ZEN MANUAL 2019,FLEX,BRANCO,2019,0,"R$44.900,00"
FIAT TORO 2.0 16V TURBO DIESEL VOLCANO 4WD 2019,DIESEL,BRANCO,2019,106.564,"R$129.900,00"
CHEVROLET PRISMA 1.4AT ADV 2019,FLEX,BRANCO,2019,75.846,"R$69.900,00"
RENAULT LOGAN EXPR 10 2019,FLEX,PRATA,2019,97.854,"R$47.900,00"
NISSAN KICKS S MT 2019,FLEX,PRATA,2019,75.160,"R$77.900,00"
TOYOTA HILUX SW4 2.8 SRX 4X4 16V TURBO INTERCOOLER 2019,DIESEL,PRETO,2019,62.000,"R$289.900,00"
CHEVROLET PRISMA 1.4 LT 8V FLEX 4P AUTOMÁTICO 2019,FLEX,PRATA,2019,66.200,"R$71.900,00"
CHEVROLET PRISMA SED. JOY/LS 1.0 8V FLEXPOWER 4P 2019,FLEX,BRANCO,2019,55.000,"R$55.900,00"
VOLKSWAGEN POLO 1.6 MSI FLEX 16V 5P 2019,FLEX,BRANCO,2019,98.000,"R$67.900,00"
HYUNDAI HB20S 1.6M COMF 2019,FLEX,CINZA,2019,26.000,"R$69.900,00"
TOYOTA COROLLA 1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO 2019,FLEX,BRANCO,2019,47.500,"R$98.900,00"
HYUNDAI HB20 UNIQUE 1.0 FLEX 12V MEC 2019,FLEX,PRATA,2019,82.800,"R$55.900,00"
FIAT ARGO 1.0 FIREFLY FLEX MANUAL 2019,FLEX,VERMELHO,2019,46.500,"R$57.900,00"
TOYOTA HILUX SW4 SRX 4X4 2.8 TDI 16V DIES AUT 2019,DIESEL,BRANCO,2019,105.000,"R$309.990,00"
KIA SPORTAGE EX2 FFG3 2019,FLEX,CINZA,2019,52.000,"R$145.990,00"
VOLKSWAGEN AMAROK 3.0 V6 TDI DIESEL HIGHLINE EXTREME CD 4X4 AUT 2019,DIESEL,BRANCO,2019,114.000,"R$229.990,00"
HYUNDAI IX35 GL 2.0 16V 2WD FLEX AUT 2019,FLEX,PRETO,2019,70.000,"R$105.990,00"
VOLKSWAGEN AMAROK 3.0 V6 TDI HIGHLINE CD DIESEL 4MOTION AUTOMÁTICO 2019,DIESEL,PRETO,2019,114.000,"R$199.990,00"
NISSAN KICKS S 1.6 16V FLEX 5P AUT 2019,FLEX,MARROM,2019,32.000,"R$92.990,00"
FIAT STRADA HD WK CE E 2019,FLEX,BRANCO,2019,119.000,"R$67.990,00"
BMW X4 XDRIVE30i 2019,GASOLINA,BRANCO,2019,40.000,"R$369.990,00"
VOLKSWAGEN TIGUAN ALLSPACE R-LINE 350 TSI 2.0 4X4 2019,GASOLINA,PRETO,2019,49.000,"R$219.990,00"
VOLKSWAGEN TIGUAN 1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC 2019,FLEX,BRANCO,2019,72.000,"R$159.990,00"
TOYOTA HILUX CD SRX 4X4 2.8 TDI 16V DIESEL AUT 2019,DIESEL,BRANCO,2019,11.000,"R$269.990,00"
FIAT TORO RANCH 2.0 TDI 16V 4X4 2019,DIESEL,CINZA,2019,86.000,"R$149.990,00"
TOYOTA HILUX SW4 SRX 4X4 2.8 TDI 16V DIES AUT 2019,DIESEL,PRETO,2019,77.000,"R$295.990,00"
VOLKSWAGEN JETTA 1.4 250 TSI FLEX AUT 2019,FLEX,PRETO,2019,75.000,"R$109.990,00"
FORD RANGER XLS 2.2 4X4 DIESEL AUTOMATICO 2019,DIESEL,BRANCO,2019,32.000,"R$169.990,00"
FORD RANGER XLS 2.2 4X4 DIESEL AUTOMATICO 2019,DIESEL,CINZA,2019,104.000,"R$169.990,00"
FIAT ARGO DRIVE 1.3 2019,FLEX,PRETO,2019,49.000,"R$64.990,00"
VOLKSWAGEN AMAROK 3.0 V6 TDI DIESEL HIGHLINE EXTREME CD 4X4 AUT 2019,DIESEL,CINZA,2019,80.000,"R$229.990,00"
TOYOTA HILUX 2.8 SRV 4X4 CD 16V DIESEL 4P AUT 2019,DIESEL,VERMELHO,2019,127.000,"R$232.990,00"
CHEVROLET S-10 LT 2.8 TDI 4X4 CD 2019,DIESEL,PRATA,2019,105.000,"R$179.990,00"
TOYOTA HILUX CDSRXA4FD 2019,DIESEL,PRATA,2019,130.000,"R$259.990,00"
MERCEDES-BENZ C-180 EXCLUSIVE 1.6 2019,FLEX,AZUL,2019,14.000,"R$189.990,00"
TOYOTA COROLLA XEI 2.0 16V FLEX AUT. 2019,FLEX,PRATA,2019,97.000,"R$114.990,00"
LAND ROVER  RANGE ROVER SPORT 3.O TD HSE 2019,DIESEL,PRETO,2019,80.000,"R$519.990,00"
FIAT TORO VOLCANO 4X4 AUTOMÁTICO 2019,DIESEL,PRETO,2019,84.000,"R$146.990,00"
CHEVROLET ONIX 1.4AT LT 2019,FLEX,VERMELHO,2019,2,"R$69.900,00"
CHEVROLET ONIX 1.0 JOY 8V FLEX 4P MANUAL 2019,FLEX,PRATA,2019,75.100,"R$51.900,00"
FIAT TORO 2.0 FREEDOM 4X4 16V DIESEL AUT 2019,DIESEL,PRATA,2019,86.000,"R$130.900,00"
FORD KA 1.0 SE 12V FLEX 4P 2019,FLEX,PRATA,2019,60.187,"R$50.900,00"
CITROEN C4 CACTUS FEEL 1.6 AUT 2019,FLEX,PRATA,2019,35.859,"R$74.900,00"
FIAT MOBI WAY 1.0 FIRE FLEX 5P 2019,FLEX,BRANCO,2019,73.707,"R$49.900,00"
HYUNDAI HB20 1.6A RSPEC 2019,FLEX,BRANCO,2019,14.000,"R$75.900,00"
HYUNDAI HB20 1.0M UNIQUE 2019,FLEX,BRANCO,2019,72.954,"R$57.900,00"
VOLKSWAGEN AMAROK V6 EXTR AC4 2019,DIESEL,BRANCO,2019,58.365,"R$232.900,00"
PEUGEOT 208 INCONCERT 1.6 FLEX 16V 5P AUT 2019,FLEX,PRATA,2019,26.527,"R$64.900,00"
VOLKSWAGEN JETTA R LINE 250 TSI 1.4 FLEX 16V AUT 2019,FLEX,BRANCO,2019,55.973,"R$133.900,00"
VOLKSWAGEN VOYAGE 1.6 MSI FLEX 8V 4P 2019,FLEX,BRANCO,2019,69.587,"R$58.900,00"
HONDA CIVIC SEDAN SPORT 2.0 FLEX 16V AUT.4P 2019,FLEX,PRATA,2019,24.621,"R$120.990,00"
FIAT ARGO DRIVE 1.0 6V FLEX 2019,FLEX,VERMELHO,2019,82.429,"R$57.990,00"
FORD ECOSPORT SE AT 1.5 2019,FLEX,VERMELHO,2019,54.500,"R$72.900,00"
FIAT STRADA WORKING HARD 1.4 FIRE FLEX 8V CS 2019,FLEX,BRANCO,2019,103.000,"R$59.900,00"
FIAT TORO VOLCANO 2.4 16V FLEX AUT 2019,FLEX,BRANCO,2019,62.230,"R$110.900,00"
RENAULT KWID ZEN 10MT 2019,FLEX,BRANCO,2019,148.067,"R$48.990,00"
FIAT STRADA HD WK CC E 2019,FLEX,BRANCO,2019,51.243,"R$65.990,00"
CHEVROLET PRISMA 1.4AT LTZ 2019,FLEX,PRETO,2019,73.000,"R$73.990,00"
VOLVO XC 60 2.0 T5 INS 2019,GASOLINA,CINZA,2019,39.412,"R$257.990,00"
HYUNDAI CRETA ATTITUDE 1.6 AUTOMATICO 2019,FLEX,BRANCO,2019,67.478,"R$92.990,00"
CHEVROLET ONIX 1.4 AT ACT 2019,FLEX,LARANJA,2019,62.255,"R$76.990,00"
NISSAN MARCH 16SV 2019,FLEX,BRANCO,2019,89.915,"R$58.990,00"
FIAT ARGO 1.0 2019,FLEX,PRETO,2019,71.000,"R$57.990,00"
FIAT TORO ENDURANCE AT 2019,FLEX,PRATA,2019,62.255,"R$96.990,00"
VOLKSWAGEN POLO MCA 2019,FLEX,CINZA,2019,58.866,"R$67.990,00"
VOLKSWAGEN GOL 1.0L MC4 2019,FLEX,PRETO,2019,123.873,"R$49.990,00"
CHEVROLET ONIX 10MT JOYE 2019,FLEX,BRANCO,2019,94.564,"R$54.990,00"
VOLKSWAGEN TIGUAN ALLSPACE R-LINE 2019,GASOLINA,BRANCO,2019,47.300,"R$230.990,00"
VOLKSWAGEN POLO CL AD 2019,FLEX,PRETO,2019,43.974,"R$80.990,00"
NISSAN VERSA 1.6 S FLEX 2019,FLEX,BRANCO,2019,0,"R$60.000,00"
RENAULT KWID ZEN 10MT 2019,FLEX,BRANCO,2019,143.025,"R$43.900,00"
TOYOTA COROLLA 1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO 2019,FLEX,BRANCO,2019,64.052,"R$99.990,00"
CHEVROLET S10 LS DS4 2019,DIESEL,BRANCO,2019,100.000,"R$129.900,00"
FIAT DUCATO CARGO 8 2019,DIESEL,BRANCO,2019,91.904,"R$132.900,00"
PEUGEOT EXPERT MINIBUS 1.6 BLUEHDI 2019,DIESEL,BRANCO,2019,8.053,"R$139.990,00"
MERCEDES-BENZ A250 TURBO SPORT 2019,GASOLINA,BRANCO,2019,37.585,"R$199.990,00"
MERCEDES-BENZ C-180 CGI EXC. 1.6 FLEX TB 16V AUT 2019,FLEX,CINZA,2019,45.400,"R$184.990,00"
HYUNDAI IX35 GL 2.0 16V 2WD FLEX AUT 2019,FLEX,CINZA,2019,53.525,"R$99.990,00"
JEEP COMPASS LONGITUDE 2.0 FLEX 16V AUT 2019,FLEX,BRANCO,2019,40.609,"R$119.990,00"
AUDI RS4 AV 2.9TFSI 2019,GASOLINA,AZUL,2019,37.800,"R$549.990,00"
VOLVO XC 90 T-8 HIBRIDO INSCRIPT 2.0 5P 2019,HÍBRIDO,BRANCO,2019,45.100,"R$395.990,00"
HONDA CITY 1.5 LX 16V FLEX 4P AUT 2019,FLEX,AZUL,2019,35.895,"R$83.990,00"
VOLKSWAGEN UP MOVE 1.0 TSI TOTAL FLEX 12V 5P 2019,FLEX,AZUL,2019,69.728,"R$65.990,00"
RENAULT KWID ZEN 1.0 FLEX 12V 5P 2019,FLEX,BRANCO,2019,73.636,"R$43.990,00"
TOYOTA HILUX CDSRVA4FD 2019,DIESEL,PRATA,2019,0,"R$229.900,00"
VOLKSWAGEN GOL 1.6L MB5 2019,FLEX,PRATA,2019,0,"R$55.900,00"
CHEVROLET ONIX 1.0 MT LT 2019,FLEX,CINZA,2019,87.010,"R$56.900,00"
JEEP RENEGADE SPORT 1.8 FLEX AUT 2019,FLEX,BRANCO,2019,62.800,"R$87.700,00"
VOLKSWAGEN GOL 1.6 2019,FLEX,PRATA,2019,53.616,"R$54.900,00"
FORD KA SE 1.0 HA 2019,FLEX,PRATA,2019,109.769,"R$50.990,00"
TOYOTA YARIS SD XLPLUSAT 2019,FLEX,CINZA,2019,73.969,"R$80.990,00"
RENAULT SANDERO AUTH 10 2019,FLEX,PRATA,2019,150.924,"R$45.990,00"
FORD KA SE 1.0 HA C 2019,FLEX,PRATA,2019,101.951,"R$50.990,00"
CHEVROLET MONTANA LS2 2019,GASOLINA,BRANCO,2019,67.054,"R$58.990,00"
RENAULT LOGAN EXPRESSION 1.0 12V 2019,FLEX,PRATA,2019,107.002,"R$45.990,00"
NISSAN VERSA 1.6 S FLEX 2019,FLEX,PRETO,2019,164.378,"R$56.990,00"
RENAULT CAPTUR LIFE 16A 2019,FLEX,MARROM,2019,123.375,"R$76.990,00"
RENAULT KWID ZEN 1.0 2019,FLEX,VERMELHO,2019,90.108,"R$44.990,00"
TOYOTA YARIS HATCH XL 1.3 AUT 2019,FLEX,PRATA,2019,47.061,"R$80.990,00"
TOYOTA COROLLA GLI18 CVT 2019,FLEX,PRATA,2019,48.556,"R$95.900,00"
VOLKSWAGEN POLO MCA 2019,FLEX,BRANCO,2019,103.301,"R$63.990,00"
HONDA CITY EXL 1.5 16V I-VTEC FLEXONE AUT. 2019,FLEX,AZUL,2019,42.331,"R$96.990,00"
HONDA WR-V 1.5 16V FLEXONE EXL CVT 2019,FLEX,VERMELHO,2019,86.943,"R$94.900,00"
FIAT CRONOS DRIVE 1.3 2019,FLEX,VERMELHO,2019,68.931,"R$66.990,00"
FIAT CRONOS DRIVE 1.3 2019,FLEX,BRANCO,2019,83.561,"R$66.990,00"
VOLKSWAGEN AMAROK CABINE DUPLA HIGHLINE 2019,DIESEL,CINZA,2019,152.402,"R$186.990,00"
VOLKSWAGEN UP PEPPER MDV 2019,FLEX,BRANCO,2019,82.281,"R$70.990,00"
VOLKSWAGEN AMAROK CD 4X4 SE 2019,DIESEL,PRATA,2019,124.973,"R$127.990,00"
FORD RANGER XL CABINE DUPLA 4 22C 2019,DIESEL,PRETO,2019,62.736,"R$144.990,00"
TOYOTA COROLLA GLI18 CVT 2019,FLEX,BRANCO,2019,58.162,"R$97.990,00"
TOYOTA YARIS HB XLS15 AT 2019,FLEX,BRANCO,2019,81.606,"R$86.990,00"
HYUNDAI IX35 GL 2019,FLEX,PRATA,2019,59.226,"R$99.990,00"
FIAT CRONOS DRIVE AT 2019,FLEX,PRETO,2019,58.102,"R$69.990,00"
VOLKSWAGEN FOX CONNECT MB 2019,FLEX,PRETO,2019,49.016,"R$60.990,00"
VOLKSWAGEN POLO HL AD 2019,FLEX,PRATA,2019,89.397,"R$83.990,00"
HONDA HR-V EX CVT 2019,FLEX,BRANCO,2019,94.242,"R$113.990,00"
HYUNDAI HB20S 1.0M COMF 2019,FLEX,PRETO,2019,79.754,"R$64.990,00"
RENAULT KWID ZEN 10MT 2019,FLEX,BRANCO,2019,66.653,"R$45.990,00"
HYUNDAI HB20 1.0M COMFOR 2019,FLEX,CINZA,2019,74.301,"R$60.990,00"
FIAT ARGO DRIVE 1.0 2019,FLEX,BRANCO,2019,83.450,"R$56.990,00"
VOLKSWAGEN VOYAGE 1.6L MB5 2019,FLEX,PRATA,2019,88.054,"R$56.990,00"
VOLKSWAGEN TIGUAN ALLSPACE RL 2019,GASOLINA,PRATA,2019,39.103,"R$201.990,00"
NISSAN VERSA 16 SV 2019,FLEX,CINZA,2019,25.142,R$Consulte
PEUGEOT 208 GRIFFE EAT6 2019,FLEX,BRANCO,2019,96.610,"R$69.990,00"
TOYOTA YARIS HB XLS15 AT 2019,FLEX,PRATA,2019,79.744,"R$86.990,00"
TOYOTA ETIOS 1.5 X PLUS 16V FLEX 4P AUTOMÁTICO 2019,GASOLINA,CINZA,2019,70.000,"R$72.900,00"
FIAT GRAND SIENA 1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL 2019,GASOLINA,PRATA,2019,99.000,"R$55.900,00"
FIAT UNO 1.0 FIRE FLEX ATTRACTIVE MANUAL 2019,GASOLINA,BRANCO,2019,101.078,"R$47.900,00"
NISSAN VERSA 1.0 12V FLEX 4P MANUAL 2019,GASOLINA,BRANCO,2019,59.000,"R$51.900,00"
RENAULT DUSTER 1.6 16V SCE FLEX DYNAMIQUE MANUAL 2019,GASOLINA,BRANCO,2019,74.000,"R$78.900,00"
VOLKSWAGEN SAVEIRO 1.6 MSI ROBUST CS 8V FLEX 2P MANUAL 2019,GASOLINA,BRANCO,2019,88.000,"R$67.900,00"
NISSAN FRONTIER 2.3 16V TURBO DIESEL XE CD 4X4 AUTOMÁTICO 2019,DIESEL,BRANCO,2019,106.000,"R$185.900,00"
FIAT STRADA 1.4 MPI FREEDOM CD 8V FLEX 3P MANUAL 2019,GASOLINA,PRATA,2019,93.000,"R$85.900,00"
HYUNDAI HB20S 1.0 COMFORT PLUS 12V FLEX 4P MANUAL 2019,GASOLINA,PRATA,2019,72.677,"R$69.900,00"
FORD KA 1.0 TI-VCT FLEX SE MANUAL 2019,GASOLINA,PRATA,2019,78.900,"R$52.900,00"
CHEVROLET PRISMA 1.0 MPFI JOY 8V FLEX 4P MANUAL 2019,GASOLINA,PRATA,2019,70.000,"R$54.990,00"
VOLVO XC90 2.0 T8 HYBRID INSCRIPTION AWD GEARTRONIC 2019,GASOLINA,CINZA,2019,33.000,"R$424.990,00"
FORD RANGER 2.2 XL 4X4 CD 16V DIESEL 4P MANUAL 2019,DIESEL,BRANCO,2019,14.200,"R$139.990,00"
FORD ECOSPORT 1.5 TI-VCT FLEX SE DIRECT AUTOMÁTICO 2019,GASOLINA,PRETO,2019,82.000,"R$69.990,00"
CHEVROLET TRACKER 1.4 16V TURBO FLEX MIDNIGHT AUTOMÁTICO 2019,GASOLINA,PRETO,2019,44.000,"R$99.990,00"
VOLKSWAGEN UP 1.0 TSI MOVE UP 12V FLEX 4P MANUAL 2019,GASOLINA,PRETO,2019,86.000,"R$58.900,00"
FORD Ranger 2019,DIESEL,PRATA,2019,151.035,"R$175.990,00"
CHEVROLET S10 2019,DIESEL,PRETO,2019,99.942,"R$192.990,00"
CHEVROLET ONIX 2019,FLEX,BRANCO,2019,72.671,"R$54.990,00"
VOLKSWAGEN VIRTUS 2019,FLEX,CINZA,2019,99.605,"R$73.990,00"
FIAT Toro 2019,FLEX,CINZA,2019,112.352,"R$99.990,00"
FIAT Toro 2019,FLEX,CINZA,2019,112.352,"R$99.990,00"
MERCEDES-BENZ GLA 2019,FLEX,CINZA,2019,68.000,"R$215.990,00"
FIAT ARGO DRIVE 1.3 2019,FLEX,VERMELHO,2019,42.741,"R$64.990,00"
VOLKSWAGEN VOYAGE MSI 1.6 16V AUTOMATICO 2019,FLEX,BRANCO,2019,76.363,"R$64.990,00"
CITROEN CITROEN/C4 CACTUS FEEL 2019,FLEX,BRANCO,2019,69.807,"R$76.990,00"
CHEVROLET S10 LS DD4 2019,DIESEL,PRATA,2019,162.215,"R$144.990,00"
VOLKSWAGEN UP MOVE 2019,FLEX,BRANCO,2019,103.058,"R$59.990,00"
NISSAN KICKS S CVT1.6 16V AUTOMA 2019,FLEX,PRETO,2019,74.000,"R$91.990,00"
FIAT PALIO WEEKEND ADVENTURE 1.8 2019,FLEX,BRANCO,2019,93.232,"R$64.990,00"
JEEP COMPASS TRAILHAWK D 2019,DIESEL,VERMELHO,2019,65.909,"R$174.990,00"
VOLKSWAGEN SAVEIRO ROBUST CS 2019,FLEX,BRANCO,2019,32.503,"R$59.990,00"
FIAT ARGO DRIVE 1.0 2019,FLEX,CINZA,2019,56.795,"R$59.990,00"
